"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACR","AGS","BATH","BDSP","BLD","BUS","CONP","ELEP","FS","FULP","GASP","HFL","INSP","MHP","MRGI","MRGP","MRGT","MRGX","REFR","RMSP","RNTM","RNTP","RWAT","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FINCP","FPARC","GRNTP","GRPIP","HHL","HHT","HINCP","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","NR","NRC","OCPIP","PARTNER","PLM","PSF","R18","R60","R65","RESMODE","SMOCP","SMX","SRNT","SVAL","TAXP","WIF","WKEXREL","WORKSTAT","BTUNG"
3678,"H",5,1000,3,13,1000000,999480,111,1,1,3,1,1,1,2,2,0,220,2,2,3,3,0,0,0,0,0,3,1,2,0,0,1,1,0,1,1,2,1,0,10000,6,2,3,0,0,0,0,0,1,4,146,0,4,4,4,1,1,1,5,0,0,0,0,0,101,0,1,0,0,0,0,1,240,0,0,0,6,0,0,0,0
3708,"H",5,2100,3,13,1000000,999480,62,2,1,2,1,1,2,2,2,0,90,2,2,140,1,600,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,65000,3,30,4,4,60300,4,0,0,1,1,60300,0,4,4,4,1,1,1,7,0,2,0,0,0,7,0,1,0,0,2,2,1,333,0,0,1,14,0,9,9,78925
3716,"H",5,1201,3,13,1000000,999480,123,2,1,1,0,1,2,2,2,0,80,2,2,30,3,1200,0,1,1500,1,1,1,5,0,0,1,1,260,1,1,1,1,0,275000,1,1000,2,1,175000,4,0,0,1,1,175000,0,4,4,4,1,1,1,3,0,2,0,0,0,13,0,1,0,0,0,0,2,1953,2,0,1,24,2,1,1,2563
3825,"H",5,900,3,13,1000000,999480,74,1,1,3,1,1,2,2,2,0,60,2,1100,3,2,0,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,110000,1,210,1,0,0,0,0,0,1,6,21900,0,4,4,4,1,1,1,7,0,0,0,0,0,9,0,1,0,0,1,0,1,170,0,0,0,1,0,0,0,0
3887,"H",5,1102,3,13,1000000,999480,52,1,1,0,0,1,1,5,0,0,60,2,2,110,1,0,0,0,0,0,0,1,3,2,640,1,1,0,1,1,3,1,0,0,0,530,5,0,0,0,854,101,1,6,10000,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,105883
3904,"H",5,1304,3,13,1000000,999480,67,3,1,1,0,1,5,2,2,0,120,2,2,2,1,1100,0,1,830,1,1,1,11,0,0,1,1,0,1,1,1,1,0,225000,2,970,8,7,68000,4,0,0,1,3,68000,0,4,4,4,1,1,2,4,0,3,0,0,0,18,0,1,0,0,1,1,1,1031,3,0,1,16,2,14,13,0
3920,"H",5,1104,3,13,1000000,999480,198,1,1,0,0,1,1,9,0,130,40,2,2,3,3,400,0,1,900,1,1,1,3,0,0,1,1,200,1,1,1,1,0,178000,1,1,10,0,0,0,0,0,1,4,232000,0,4,4,4,1,1,1,3,0,0,0,0,0,7,0,1,0,0,0,0,2,1270,1,0,0,28,0,0,0,0
3972,"H",5,1502,3,13,1000000,999480,86,2,1,1,0,1,4,2,2,0,110,2,800,80,1,0,0,0,0,0,0,1,7,2,1100,1,1,0,1,1,3,1,0,0,3,650,5,0,0,0,1411,44,3,7,38800,0,4,4,4,1,1,1,1,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,51045
3993,"H",5,1204,3,13,1000000,999480,81,2,1,1,0,1,2,2,2,0,90,2,2,30,1,1000,0,1,1200,1,1,1,3,0,0,1,1,0,1,1,1,1,0,190000,3,360,3,4,30700,4,0,0,4,1,30700,0,4,4,4,1,1,1,3,0,2,0,0,0,53,0,1,0,0,2,1,1,1350,3,0,1,46,1,8,9,17220
4032,"H",5,900,3,13,1000000,999480,68,4,1,1,0,1,4,2,2,0,220,2,40,3,3,490,0,1,1000,1,1,1,6,0,0,1,1,70,1,1,1,1,0,150000,2,480,8,2,104000,2,0,0,1,1,104000,0,2,2,2,1,1,1,4,2,4,0,0,2,15,0,1,0,1,0,0,1,1333,2,0,1,31,2,2,3,0
4047,"H",5,800,3,13,1000000,999480,65,3,1,2,1,1,7,2,2,0,150,2,2,140,1,700,0,2,2300,1,1,1,8,0,0,1,1,0,1,1,1,1,0,425000,2,1200,8,1,279800,4,0,0,1,1,279800,0,4,4,4,1,1,1,4,0,3,0,0,0,12,0,1,0,0,0,0,1,2748,3,0,1,40,3,1,1,133045
4057,"H",5,1600,3,13,1000000,999480,83,4,1,2,1,1,3,2,2,0,240,2,2,30,3,1200,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,375000,2,400,7,1,127000,2,0,0,1,1,127000,0,2,2,2,1,1,1,5,2,4,0,0,2,6,0,1,0,1,0,0,1,586,0,0,1,34,2,2,1,2563
4140,"H",5,3400,3,13,1000000,999480,70,1,1,0,0,2,1,8,0,0,140,1,2,40,3,0,0,0,0,0,0,1,3,2,210,1,1,0,1,1,3,1,0,0,0,2,6,0,0,0,390,41,1,6,11300,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,3280
4198,"H",5,1107,3,13,1000000,999480,193,1,1,0,0,1,1,6,0,0,80,2,2,60,1,0,0,0,0,0,0,1,3,2,600,1,1,0,1,1,3,1,0,0,0,1,5,0,0,0,740,101,1,4,8000,0,4,4,4,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,53710
4215,"H",5,1205,3,13,1000000,999480,84,2,1,0,0,1,3,7,0,0,110,2,2,3,3,0,0,0,0,0,0,1,5,2,1000,1,1,0,1,1,3,1,0,0,1,960,8,7,5400,2,1190,101,1,3,5400,0,2,2,2,1,1,1,3,1,2,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,14,13,0
4256,"H",5,3000,3,13,1000000,999480,71,4,1,2,1,1,3,2,2,0,230,2,2,40,1,400,0,2,800,1,1,1,7,0,0,1,1,0,1,1,1,1,0,140000,3,70,6,1,164000,2,0,0,3,1,164000,1,2,2,2,1,1,2,5,1,4,0,0,1,8,0,1,0,1,1,1,1,1109,3,0,1,26,2,2,1,22550
4258,"H",5,1800,3,13,1000000,999480,212,3,1,2,1,1,3,2,2,0,100,2,2,3,3,480,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,130000,2,2,5,5,65000,4,0,0,1,2,65000,0,4,4,4,1,1,1,5,0,3,0,0,0,4,0,1,0,0,0,0,2,219,0,0,1,20,1,10,10,0
4295,"H",5,1205,3,13,1000000,999480,77,2,1,0,0,1,1,8,0,0,180,1,2,160,1,0,0,0,0,0,0,1,2,2,480,1,1,0,1,1,3,1,0,0,0,1,3,7,16530,4,820,60,1,3,16530,0,4,4,4,1,1,1,1,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,14,14,86818
4306,"H",5,1106,3,13,1000000,999480,60,1,1,1,0,1,3,2,2,0,110,2,2,170,1,0,0,0,0,0,0,1,6,2,700,1,1,0,1,1,3,1,0,0,1,40,1,0,0,0,983,101,1,6,670,0,4,4,4,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,105063
4478,"H",5,1501,3,13,1000000,999480,235,2,1,0,0,1,1,7,0,0,210,2,2,3,3,0,0,0,0,0,0,1,3,2,630,1,1,0,1,1,3,1,0,0,1,1,6,5,25000,2,840,40,3,2,25000,0,2,2,2,1,1,1,1,1,2,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,10,10,0
4507,"H",5,1503,3,13,1000000,999480,212,1,1,1,0,1,2,3,2,0,80,2,2,80,1,800,0,1,1200,1,1,1,4,0,0,1,1,0,1,1,1,1,0,59000,2,40,6,0,0,0,0,0,1,4,126000,0,4,4,4,1,1,1,1,0,0,0,0,0,13,0,1,0,0,0,0,2,1363,3,0,1,24,0,0,0,57913
4532,"H",5,300,3,13,1000000,999480,52,1,1,1,0,1,1,2,2,0,150,2,2,3,3,370,0,1,550,1,1,1,4,0,0,1,1,0,1,1,1,1,0,110000,1,2,7,0,0,0,0,0,1,4,17800,0,4,4,4,1,1,1,3,0,0,0,0,0,47,0,1,0,0,1,1,1,700,3,0,1,6,0,0,0,0
4645,"H",5,1301,3,13,1000000,999480,83,2,1,1,0,1,3,2,2,0,300,2,2,40,1,680,0,1,1000,1,1,1,7,0,0,1,1,0,1,1,1,1,0,2e+05,2,500,5,1,48500,4,0,0,1,1,48500,0,4,4,4,1,1,1,2,0,2,0,0,0,34,0,1,0,0,0,0,1,1382,3,0,1,40,1,8,4,28393
4717,"H",5,4200,3,13,1000000,999480,218,4,1,0,0,1,4,4,0,0,80,1,2,3,1,0,0,0,0,0,0,1,6,2,250,1,1,0,1,1,3,1,0,0,1,1,5,8,16200,2,330,24,1,3,16200,0,2,2,2,1,1,1,1,3,4,0,0,3,0,0,1,0,1,0,0,2,0,0,1,0,0,1,15,15,0
4721,"H",5,300,3,13,1000000,999480,132,2,1,2,1,1,3,2,2,0,100,2,2,50,2,400,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,1e+05,3,30,4,1,154200,4,0,0,1,1,154200,0,4,4,4,1,1,1,6,0,2,0,0,0,2,0,1,0,0,0,0,1,198,0,0,1,4,2,1,1,34338
4738,"H",5,1107,3,13,1000000,999480,48,2,1,1,0,1,4,2,2,0,120,2,2,40,1,460,0,1,1000,1,1,1,6,0,0,1,1,0,1,1,1,1,0,89000,2,70,8,7,54500,4,0,0,1,3,54500,0,4,4,4,1,1,1,3,0,2,0,0,0,26,0,1,0,0,0,0,1,1166,3,0,1,26,2,13,13,6765
4807,"H",5,1600,3,13,1000000,999480,41,3,1,1,0,1,4,2,2,0,100,2,2,160,1,600,0,0,0,0,3,1,8,0,0,1,1,0,1,1,2,1,0,110000,3,200,4,4,25900,4,0,0,1,1,25900,0,4,4,4,1,1,1,7,0,3,0,0,0,17,0,1,0,0,2,2,1,377,0,0,1,14,1,9,9,93480
4838,"H",5,2000,3,13,1000000,999480,109,1,1,1,0,1,3,2,2,0,60,2,2,120,1,620,0,1,1000,1,1,1,6,0,0,1,1,0,1,1,1,1,0,160000,1,510,6,0,0,0,0,0,1,6,11570,0,4,4,4,1,1,1,3,0,0,0,0,0,101,0,1,0,0,1,1,1,1223,3,0,1,27,0,0,0,68778
4848,"H",5,2700,3,13,1000000,999480,94,2,1,2,1,1,4,2,2,0,100,2,2,200,1,250,0,0,0,0,3,1,11,0,0,1,1,0,1,1,2,1,0,150000,5,420,4,1,101400,4,0,0,1,1,101400,0,4,4,4,1,1,1,6,0,2,0,0,0,6,0,1,0,0,1,0,2,473,0,0,1,26,2,1,1,5023
5047,"H",5,4200,3,13,1000000,999480,67,4,1,2,1,1,3,2,2,0,140,2,2,3,3,1300,0,1,1300,1,1,1,6,0,0,1,1,0,1,1,1,1,0,250000,1,30,3,1,135000,2,0,0,1,1,135000,0,2,2,2,1,1,1,3,2,4,0,0,2,13,0,1,0,1,0,0,1,1443,3,0,1,29,2,1,1,0
5171,"H",5,1203,3,13,1000000,999480,59,2,1,0,0,1,2,9,0,0,150,2,480,3,3,0,0,0,0,0,0,1,3,2,910,1,1,0,1,1,3,1,0,0,2,360,8,0,0,0,1130,101,1,7,12600,0,4,4,4,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5253,"H",5,3500,3,13,1000000,999480,24,3,1,1,0,1,3,2,2,0,160,2,2,3,3,690,0,1,1600,1,1,1,6,0,0,1,1,0,1,1,1,1,0,230000,2,600,10,2,65000,2,0,0,2,1,65000,0,1,1,1,1,1,1,3,1,3,0,0,1,33,0,1,0,1,0,0,1,1810,3,0,1,36,1,3,3,0
5336,"H",5,3000,3,13,1000000,999480,58,1,1,1,0,1,2,2,2,0,20,1,2,60,1,0,0,0,0,0,0,1,6,2,180,1,1,0,1,1,3,1,0,0,0,320,3,0,0,0,287,101,1,6,1100,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,51660
5346,"H",5,1501,3,13,1000000,999480,363,1,1,1,0,1,2,2,2,0,1,2,2,1,1,0,0,0,0,0,0,1,5,2,800,1,1,0,1,1,3,1,0,0,1,1,5,0,0,0,800,100,1,4,9600,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
5388,"H",5,1700,3,13,1000000,999480,147,2,1,1,0,1,3,2,2,0,130,2,2,250,1,650,0,1,1600,1,1,1,8,0,0,1,1,0,1,1,1,1,0,175000,2,720,8,2,61800,4,0,0,1,1,61800,0,4,4,4,1,1,1,4,0,2,0,0,0,40,0,1,0,0,1,0,2,2040,3,0,1,40,1,7,3,50635
5479,"H",5,1800,3,13,1000000,999480,169,1,1,0,0,1,2,7,0,0,80,2,2,3,3,0,0,0,0,0,0,1,4,2,850,1,1,0,1,1,3,1,0,0,1,1,8,0,0,0,930,11,1,4,104000,0,4,4,4,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0
5522,"H",5,100,3,13,1000000,999480,74,1,1,1,0,1,3,2,2,0,240,2,2,3,3,770,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,116000,2,270,4,0,0,0,0,0,1,6,58280,0,4,4,4,1,1,1,7,0,0,0,0,0,7,0,1,0,0,1,1,1,351,0,0,1,7,0,0,0,0
5567,"H",5,2600,3,13,1000000,999480,29,3,1,2,1,1,3,2,2,0,220,2,300,3,3,600,0,1,790,1,1,1,8,0,0,1,1,0,1,1,1,1,0,2e+05,2,600,3,7,61200,2,0,0,1,3,61200,0,2,2,2,1,1,1,4,2,3,0,0,2,21,0,1,0,1,0,0,1,1085,3,0,1,13,1,13,13,0
5610,"H",5,2700,3,13,1000000,999480,78,3,1,2,1,1,5,2,2,0,280,2,2,40,3,800,0,1,2100,1,1,1,10,0,0,1,1,310,1,1,1,1,0,5e+05,3,530,7,1,135000,4,0,0,1,1,135000,0,4,4,4,1,1,1,4,0,3,0,0,0,25,0,1,0,0,1,1,1,2774,2,0,1,47,2,1,1,28290
5632,"H",5,1900,3,13,1000000,999480,60,1,1,1,0,1,3,3,2,110,100,2,2,3,3,480,0,1,900,1,1,1,5,0,0,1,1,0,1,1,1,1,0,129000,1,240,9,0,0,0,0,0,1,6,30700,0,4,4,4,1,1,1,3,0,0,0,0,0,44,0,1,0,0,0,0,1,1130,3,0,1,26,0,0,0,0
5637,"H",5,2100,3,13,1000000,999480,138,5,1,1,0,1,3,2,2,0,200,2,2,200,1,1200,0,1,1000,1,1,1,7,0,0,1,1,0,1,1,1,1,0,136000,1,1000,7,7,75700,2,0,0,1,3,102700,1,2,4,2,1,1,2,1,0,4,0,1,1,17,0,1,1,1,0,0,2,1483,3,0,1,41,3,13,13,130073
5662,"H",5,2600,3,13,1000000,999480,47,1,1,2,1,1,2,1,2,0,60,2,2,3,3,0,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,25000,1,360,8,0,0,0,0,0,1,4,22200,0,4,4,4,1,1,1,4,0,0,0,0,0,5,0,1,0,0,1,1,1,92,0,0,0,2,0,0,0,0
5673,"H",5,1305,3,13,1000000,999480,64,3,1,1,0,1,3,2,2,0,1,2,1,1,1,0,0,0,0,0,0,1,6,2,1100,1,1,0,1,1,3,1,0,0,3,2,6,0,0,0,1100,101,1,5,2500,0,4,4,4,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5701,"H",5,1102,3,13,1000000,999480,43,2,1,1,0,1,3,3,2,0,40,2,2,150,1,1000,0,0,0,0,3,1,11,0,0,1,1,0,1,1,2,1,0,4e+05,2,1,9,2,456000,4,0,0,1,1,456000,0,4,4,4,1,1,1,2,0,2,0,0,0,2,0,1,0,0,0,0,1,595,0,0,1,50,2,5,3,148113
5725,"H",5,3300,3,13,1000000,999480,22,3,1,2,1,1,3,2,2,0,170,2,2,3,3,280,0,2,460,1,1,1,10,0,0,1,1,0,1,1,1,1,0,150000,4,540,1,1,60000,4,0,0,1,1,60000,0,4,4,4,1,1,1,3,0,3,0,0,0,14,0,1,0,0,0,0,1,698,3,0,1,1,3,1,1,0
5795,"H",5,1206,3,13,1000000,999480,90,2,1,1,0,1,3,3,2,0,120,2,2,50,1,780,0,1,870,1,1,1,7,0,0,1,1,350,1,1,1,1,0,120000,3,400,6,1,108000,4,0,0,1,1,108000,0,4,4,4,1,1,1,5,0,2,0,0,0,16,0,1,0,0,1,0,1,1423,2,0,1,24,2,1,1,41308
5803,"H",5,2300,3,13,1000000,999480,212,3,1,1,0,1,3,2,2,0,180,2,2,40,1,0,0,0,0,0,0,1,7,2,850,1,1,0,1,1,3,1,0,0,1,680,3,7,55000,2,1127,25,1,3,55000,0,2,2,2,1,1,1,1,2,3,0,0,2,0,0,1,0,1,0,0,2,0,0,1,0,0,1,13,13,41615
5816,"H",5,1503,3,13,1000000,999480,268,2,1,1,0,1,2,2,2,0,50,2,2,80,1,650,0,1,1200,1,1,1,7,0,0,1,1,0,1,1,1,1,0,159000,2,100,5,1,104800,4,0,0,1,1,104800,0,4,4,4,1,1,1,4,0,2,0,0,0,15,0,1,0,0,0,0,2,1338,3,0,1,33,2,1,1,32185
5818,"H",5,3800,3,13,1000000,999480,127,1,1,2,1,1,3,1,2,0,70,2,2,3,3,0,0,0,0,0,0,1,5,2,350,1,1,0,1,1,3,1,0,0,0,40,5,0,0,0,423,17,1,4,30000,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5865,"H",5,2300,3,13,1000000,999480,35,2,1,1,0,1,4,2,2,0,50,2,2,30,3,500,0,2,1300,1,1,1,6,0,0,1,1,0,1,1,1,1,0,199000,1,720,12,1,30000,4,0,0,4,1,30000,0,4,4,4,1,2,1,2,0,2,0,0,0,59,0,1,0,0,0,0,1,1482,3,0,1,32,2,1,1,22755
5910,"H",5,1900,3,13,1000000,999480,56,2,1,2,1,1,3,2,2,0,200,2,2,3,3,0,0,2,600,2,1,1,6,0,0,1,1,0,1,1,1,1,0,350000,2,40,9,4,2800,4,0,0,1,1,2800,0,4,4,4,1,1,1,3,0,2,0,0,0,101,0,1,0,0,2,0,1,853,3,0,1,14,0,9,9,0
5949,"H",5,2900,3,13,1000000,999480,84,2,1,2,1,1,5,2,2,0,350,2,2,3,3,900,0,1,2000,1,1,1,9,0,0,1,1,190,1,1,1,1,0,390000,2,2,8,1,124300,4,0,0,1,1,124300,0,4,4,4,1,1,1,3,0,2,0,0,0,25,0,1,0,0,0,0,1,2540,2,0,1,44,2,1,1,0
5967,"H",5,300,3,13,1000000,999480,109,2,1,2,1,1,3,2,2,0,90,2,2,3,3,700,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,120000,2,180,7,2,29350,4,0,0,1,1,29350,0,4,4,4,1,1,1,5,0,2,0,0,0,8,0,1,0,0,2,2,1,203,0,0,1,11,1,6,3,0
6121,"H",5,2100,3,13,1000000,999480,50,2,1,0,0,1,2,5,0,0,1,1,1,1,3,0,0,0,0,0,0,1,4,0,0,1,1,0,1,2,4,1,0,0,0,1,5,8,34300,4,0,0,1,3,34300,0,4,4,4,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,15,15,0
6155,"H",5,2700,3,13,1000000,999480,69,1,1,0,0,1,1,9,0,0,1,2,1,1,3,0,0,0,0,0,0,1,3,1,420,1,1,0,1,1,3,1,0,0,1,1,6,0,0,0,420,42,1,6,12000,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
6209,"H",5,3100,3,13,1000000,999480,114,1,1,1,0,1,3,1,2,0,230,2,2,3,3,430,90,2,300,1,1,1,6,0,0,1,1,0,1,1,1,1,0,62000,1,480,6,0,0,0,0,0,1,6,17600,0,4,4,4,1,1,1,5,0,0,0,0,0,42,0,1,0,0,1,1,2,614,3,0,0,10,0,0,0,0
6229,"H",5,1900,3,13,1000000,999480,58,3,1,1,0,1,5,2,2,0,70,2,2,130,1,1200,0,1,2400,1,1,1,10,0,0,1,1,380,1,1,1,1,0,360000,2,1000,9,1,120000,2,0,0,1,1,120000,0,1,1,1,1,1,1,3,1,3,0,0,1,31,0,1,0,1,0,0,1,3063,2,0,1,42,2,2,1,89073
6282,"H",5,300,3,13,1000000,999480,46,3,1,1,0,1,3,2,2,0,200,2,2,3,3,800,0,1,760,1,1,1,5,0,0,1,1,0,1,1,1,1,0,150000,2,30,7,3,12800,2,0,0,1,1,12800,0,2,2,2,1,1,1,5,1,3,0,0,1,90,0,1,0,1,1,0,1,963,3,0,1,18,1,9,8,0
6440,"H",5,2600,3,13,1000000,999480,37,1,1,1,0,1,3,2,2,0,180,1,2,3,3,0,0,0,0,0,0,1,6,2,450,1,1,0,1,1,3,1,0,0,1,40,12,0,0,0,633,93,1,6,8210,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6506,"H",5,2400,3,13,1000000,999480,78,2,1,2,1,1,3,2,2,0,300,2,2,3,3,80,0,1,1200,1,1,1,7,0,0,1,1,0,1,1,1,1,0,250000,5,2,7,1,95800,4,0,0,3,1,95800,0,4,4,4,1,1,1,5,0,2,0,0,0,19,0,1,0,0,1,0,2,1500,3,0,1,24,2,1,1,0
6528,"H",5,2800,3,13,1000000,999480,142,2,1,0,0,1,1,8,0,0,40,2,2,3,3,0,0,0,0,0,0,1,3,2,640,1,1,0,1,1,3,1,0,0,2,360,7,1,55300,4,710,15,1,1,55300,0,4,4,4,1,1,1,3,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,4,4,0
6560,"H",5,1101,3,13,1000000,999480,83,5,1,1,0,1,4,2,2,0,150,2,2,40,1,900,0,1,2200,1,1,1,9,0,0,1,1,0,1,1,1,1,0,5e+05,2,1200,7,2,109000,2,0,0,1,1,109000,0,3,3,3,1,1,1,3,3,5,0,0,3,27,0,1,0,1,0,0,2,2490,3,0,1,52,2,4,3,25728
6566,"H",5,1206,3,13,1000000,999480,196,2,1,2,1,1,2,2,2,0,130,2,2,40,1,400,0,2,680,2,1,1,5,0,0,1,1,0,1,1,1,1,0,1e+05,2,300,8,1,33500,4,0,0,1,1,33500,0,4,4,4,1,1,1,4,0,2,0,0,0,37,0,1,0,0,0,0,2,1025,3,0,1,26,2,2,1,33005
6608,"H",5,1201,3,13,1000000,999480,100,1,1,1,0,1,4,2,2,0,170,2,2,90,3,1600,0,2,880,2,1,1,7,0,0,1,1,0,1,1,1,1,0,6e+05,1,410,1,0,0,0,0,0,1,6,56600,0,4,4,4,1,1,1,4,0,0,0,0,0,42,0,1,0,0,0,0,1,1976,3,0,1,66,0,0,0,25728
6692,"H",5,2000,3,13,1000000,999480,241,3,1,2,1,1,3,2,2,0,200,2,2,120,1,0,0,0,0,0,0,1,5,2,400,1,1,0,1,1,3,1,0,0,2,480,1,5,39000,2,760,11,1,2,81000,0,2,2,2,1,1,1,6,1,2,0,1,1,0,2,1,0,1,0,0,2,0,0,1,0,0,1,10,10,101373
6735,"H",5,200,3,13,1000000,999480,187,1,1,0,0,1,3,6,0,0,40,1,2,3,3,0,0,0,0,0,0,1,6,2,600,1,1,0,1,1,3,1,0,0,1,1,5,0,0,0,640,101,1,6,6400,0,4,4,4,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
6753,"H",5,1107,3,13,1000000,999480,82,2,1,0,0,1,2,5,0,290,130,2,2,1,3,0,0,0,0,0,3,1,4,0,0,1,1,0,1,1,2,1,0,61000,2,1,6,2,30060,4,0,0,1,1,30060,0,4,4,4,1,1,1,4,0,2,0,0,0,17,0,1,0,0,2,1,2,420,0,0,0,1,1,8,3,0
6764,"H",5,2800,3,13,1000000,999480,17,2,1,1,0,1,2,1,2,0,80,2,2,120,3,0,0,0,0,0,0,1,4,0,0,1,1,0,1,1,4,1,0,0,0,230,7,8,2600,4,0,0,1,3,2600,0,4,4,4,1,1,1,5,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,15,15,89585
6768,"H",5,1600,3,13,1000000,999480,79,1,1,1,0,1,3,2,2,0,140,2,2,190,1,600,0,2,1000,1,1,1,8,0,0,1,1,0,1,1,1,1,0,171000,1,530,9,0,0,0,0,0,1,4,31000,0,4,4,4,1,1,1,3,0,0,0,0,0,55,0,1,0,0,1,0,1,1424,3,0,1,28,0,0,0,80463
6843,"H",5,4100,3,13,1000000,999480,96,1,1,3,1,1,3,2,2,0,170,2,2,3,3,0,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,49500,2,20,2,0,0,0,0,0,1,6,20800,0,4,4,4,1,1,1,6,0,0,0,0,0,12,0,1,0,0,1,1,1,211,0,0,0,11,0,0,0,0
6877,"H",5,1101,3,13,1000000,999480,67,1,1,1,0,1,4,2,2,0,90,2,2,120,1,650,0,1,1400,1,1,1,9,0,0,1,1,180,1,1,1,1,0,275000,1,50,7,0,0,0,0,0,1,6,50000,0,4,4,4,1,1,1,5,0,0,0,0,0,43,0,1,0,0,0,0,1,1794,2,0,1,43,0,0,0,88253
6897,"H",5,1600,3,13,1000000,999480,212,3,1,1,0,1,3,2,2,0,90,2,2,100,1,300,0,1,1100,1,1,1,7,0,0,1,1,0,1,1,1,1,0,170000,1,360,8,7,60800,2,0,0,3,3,60800,0,2,2,2,1,1,1,4,1,2,0,1,1,26,0,1,0,1,0,0,2,1320,3,0,1,25,1,13,13,72058
7011,"H",5,2800,3,13,1000000,999480,67,2,1,1,0,1,3,2,2,0,220,2,2,3,3,500,0,1,810,1,1,1,8,0,0,1,1,0,1,1,1,1,0,1e+05,3,40,5,8,64900,4,0,0,1,3,64900,0,4,4,4,1,1,1,5,0,2,0,0,0,19,0,1,0,0,0,0,1,1033,3,0,1,17,1,15,15,0
7025,"H",5,1600,3,13,1000000,999480,172,3,1,1,0,1,3,2,2,0,130,2,2,40,1,440,0,1,1200,1,1,1,7,0,0,1,1,0,1,1,1,1,0,150000,1,450,6,8,13200,2,0,0,1,3,13200,0,2,2,2,1,1,1,3,2,3,0,0,2,101,0,1,0,1,0,0,2,1408,3,0,1,18,0,15,15,25215
7115,"H",5,800,3,13,1000000,999480,88,3,1,1,0,1,4,2,2,90,100,2,2,40,1,400,0,2,720,2,1,1,8,0,0,1,1,0,1,1,1,1,0,252000,2,600,10,8,80200,2,0,0,2,3,80200,1,1,4,1,1,1,2,3,0,3,0,0,1,16,0,1,1,1,1,1,1,1093,3,0,1,16,1,15,15,24805
7230,"H",5,1305,3,13,1000000,999480,100,3,1,1,0,1,3,2,2,0,130,2,2,50,1,650,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,170000,2,600,6,4,70250,4,0,0,1,1,70250,0,4,4,4,1,1,1,4,0,3,0,0,0,5,0,1,0,0,2,2,2,307,0,0,1,7,0,9,9,44998
7242,"H",5,3800,3,13,1000000,999480,64,2,1,1,0,1,3,2,2,0,90,2,2,30,3,400,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,40000,2,900,2,4,19800,4,0,0,1,1,19800,0,4,4,4,1,1,1,7,0,2,0,0,0,14,0,1,0,0,2,2,1,228,0,0,1,2,0,9,9,27880
