"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACR","AGS","BATH","BDSP","BLD","BUS","CONP","ELEP","FS","FULP","GASP","HFL","INSP","MHP","MRGI","MRGP","MRGT","MRGX","REFR","RMSP","RNTM","RNTP","RWAT","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FINCP","FPARC","GRNTP","GRPIP","HHL","HHT","HINCP","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","NR","NRC","OCPIP","PARTNER","PLM","PSF","R18","R60","R65","RESMODE","SMOCP","SMX","SRNT","SVAL","TAXP","WIF","WKEXREL","WORKSTAT","BTUEL"
34762,"H",5,1303,3,13,1000000,999480,73,1,1,NA,NA,1,1,7,NA,NA,40,2,2,50,1,NA,NA,NA,NA,NA,NA,1,4,2,550,1,1,NA,1,1,3,1,NA,NA,1,360,6,NA,NA,NA,670,20,1,6,40000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,12154
34835,"H",5,1107,3,13,1000000,999480,72,2,1,1,NA,1,3,2,2,NA,150,2,2,100,1,1300,NA,1,1000,1,1,1,7,NA,NA,1,1,580,1,1,1,1,NA,165000,3,780,4,1,98000,4,NA,NA,1,1,98000,0,4,4,4,1,1,1,6,0,2,0,0,0,23,0,1,0,0,0,0,2,1895,1,0,1,24,2,1,1,57963
34878,"H",5,3500,3,13,1000000,999480,198,2,1,1,NA,1,3,2,2,NA,150,2,2,3,3,700,NA,1,1200,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,245000,2,1000,8,NA,NA,NA,NA,NA,1,7,84000,0,4,4,4,1,1,1,2,0,NA,0,1,0,20,4,1,0,0,0,0,2,1433,3,0,1,20,NA,NA,NA,55530
34905,"H",5,1305,3,13,1000000,999480,87,4,1,2,1,1,4,2,2,NA,180,2,2,80,1,2600,NA,2,1200,2,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,250000,5,750,7,1,70120,2,NA,NA,1,1,70120,0,2,2,2,1,1,1,5,1,4,0,0,1,32,0,1,0,1,0,0,2,1848,3,0,1,25,3,1,1,78524
34942,"H",5,800,3,13,1000000,999480,63,2,1,2,1,1,3,2,2,NA,110,2,2,170,1,640,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,200000,2,140,5,2,47700,4,NA,NA,1,1,47700,0,4,4,4,1,1,1,7,0,2,0,0,0,14,0,1,0,0,2,2,1,549,NA,0,1,36,1,6,3,30527
35037,"H",5,1800,3,13,1000000,999480,120,4,1,2,1,1,3,2,2,NA,150,2,2,150,2,600,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,120000,3,250,6,1,71000,2,NA,NA,1,1,71000,0,2,2,2,1,1,1,5,2,4,0,0,2,7,0,1,0,1,0,0,1,413,NA,0,1,12,2,1,1,49027
35052,"H",5,1103,3,13,1000000,999480,145,1,1,NA,NA,1,0,7,NA,NA,40,2,2,3,3,NA,NA,NA,NA,NA,NA,1,1,2,600,1,1,NA,1,1,3,1,NA,NA,0,250,6,NA,NA,NA,661,34,1,4,23000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,13696
35152,"H",5,1102,3,13,1000000,999480,74,3,1,1,NA,1,3,3,2,110,210,2,2,50,3,530,NA,2,1300,2,1,1,4,NA,NA,1,1,NA,1,1,1,1,NA,135000,2,970,6,1,113500,1,NA,NA,3,1,113500,0,1,1,1,1,1,1,4,1,3,0,0,1,21,0,1,0,1,0,0,1,2026,3,0,1,39,2,5,1,68233
35159,"H",5,3000,3,13,1000000,999480,57,4,1,1,NA,1,3,2,2,NA,120,1,2,120,1,NA,NA,NA,NA,NA,NA,1,6,2,500,1,1,NA,1,1,3,1,NA,NA,1,740,5,2,10000,2,802,96,2,1,10000,0,2,2,2,1,2,1,1,2,4,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,6,3,37126
35197,"H",5,2800,3,13,1000000,999480,254,3,1,1,NA,1,2,2,2,NA,180,2,2,20,3,NA,NA,NA,NA,NA,NA,1,4,2,600,1,1,NA,1,1,3,1,NA,NA,3,960,3,7,26500,2,880,40,1,3,26500,0,2,2,2,1,1,1,1,2,3,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,13,13,46021
35254,"H",5,700,3,13,1000000,999480,61,2,1,1,NA,1,3,2,2,NA,130,2,2,30,1,870,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,120000,2,230,6,4,38200,4,NA,NA,1,1,38200,0,4,4,4,1,1,1,6,0,2,0,0,0,9,0,1,0,0,2,2,1,280,NA,0,1,8,0,9,9,41787
35256,"H",5,1204,3,13,1000000,999480,54,1,1,1,NA,1,3,2,2,NA,180,2,2,230,1,500,NA,1,850,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,190000,1,300,3,NA,NA,NA,NA,NA,1,4,45000,0,4,4,4,1,1,1,3,0,NA,0,0,0,34,0,1,0,0,0,0,1,1285,3,0,1,25,NA,NA,NA,64200
35267,"H",5,2000,3,13,1000000,999480,28,4,1,1,NA,1,4,2,2,NA,160,2,2,40,1,1200,NA,1,1100,1,1,1,9,NA,NA,1,1,60,1,1,1,1,NA,200000,3,1100,8,8,71800,2,NA,NA,1,3,71800,1,2,4,2,1,1,2,4,0,4,0,0,1,24,0,1,1,1,1,1,2,1452,1,0,1,14,2,15,15,62559
35327,"H",5,200,3,13,1000000,999480,62,1,1,NA,NA,1,2,9,NA,NA,60,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,460,1,1,NA,1,1,3,1,NA,NA,1,2,5,NA,NA,NA,520,78,1,6,8000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,1,1,1,NA,NA,1,0,NA,NA,NA,NA,18357
35376,"H",5,3000,3,13,1000000,999480,50,3,1,1,NA,1,7,2,2,NA,180,2,2,60,1,600,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,75000,1,600,3,6,28300,4,NA,NA,1,2,28300,0,4,4,4,1,1,2,7,0,3,0,0,0,15,0,1,0,0,1,1,2,345,NA,0,1,3,1,12,12,56813
35507,"H",5,4300,3,13,1000000,999480,79,4,1,2,1,1,3,1,2,NA,160,2,2,3,3,1100,500,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,70000,3,2,7,1,60000,2,NA,NA,1,1,60000,0,2,2,2,1,1,1,5,1,4,0,0,1,6,0,1,0,1,0,0,1,318,NA,0,0,7,3,1,1,55431
35532,"H",5,1502,3,13,1000000,999480,38,5,1,3,1,1,4,2,2,NA,120,2,2,90,1,1000,NA,1,1200,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,187000,2,1000,8,2,17000,3,NA,NA,2,1,17000,0,3,3,3,1,2,1,4,3,5,0,0,3,101,0,1,0,1,0,0,2,1493,3,0,0,22,1,8,3,43871
35611,"H",5,1900,3,13,1000000,999480,66,2,1,1,NA,1,3,2,2,NA,130,2,2,140,1,600,NA,2,730,2,1,1,8,NA,NA,1,1,220,1,1,1,1,NA,200000,3,180,7,1,35330,4,NA,NA,1,1,35330,0,4,4,4,1,1,1,5,0,2,0,0,0,48,0,1,0,0,0,0,1,1418,1,0,1,28,2,1,1,48409
35618,"H",5,1700,3,13,1000000,999480,47,3,1,NA,NA,1,2,8,NA,NA,190,2,2,3,3,NA,NA,NA,NA,NA,NA,1,5,2,820,1,1,NA,1,1,3,1,NA,NA,2,590,7,1,120000,1,1059,11,4,1,120000,0,1,1,1,1,1,1,3,1,3,0,0,1,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,2,1,1,48679
35645,"H",5,1102,3,13,1000000,999480,60,1,1,1,NA,1,3,2,2,NA,280,2,2,100,1,2800,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,250000,1,560,4,NA,NA,NA,NA,NA,1,6,204500,0,4,4,4,1,1,1,7,0,NA,0,0,0,6,0,1,0,0,1,1,1,1092,NA,0,1,62,NA,NA,NA,75224
35709,"H",5,4100,3,13,1000000,999480,60,2,1,2,1,1,3,2,2,NA,90,2,2,100,2,650,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,200000,4,120,5,1,95000,4,NA,NA,1,1,95000,0,4,4,4,1,1,1,7,0,2,0,0,0,5,0,1,0,0,1,0,1,383,NA,0,1,27,2,1,1,30776
35793,"H",5,1505,3,13,1000000,999480,63,4,1,1,NA,1,3,2,2,NA,120,2,2,20,1,1200,NA,1,1600,1,1,1,8,NA,NA,1,1,560,1,1,1,1,NA,280000,2,30,1,1,75000,3,NA,NA,1,1,75000,0,3,3,3,1,1,1,3,2,4,0,0,2,37,0,1,0,1,0,0,1,2303,1,0,1,29,1,3,2,42599
35800,"H",5,1305,3,13,1000000,999480,248,5,1,1,NA,1,3,2,2,NA,230,1,2,250,1,NA,NA,NA,NA,NA,NA,1,5,2,800,1,1,NA,1,1,3,1,NA,NA,1,600,4,8,0,2,1330,59,1,3,27000,0,2,2,2,1,1,1,1,3,4,0,1,3,NA,4,1,0,1,0,0,2,NA,NA,1,0,NA,0,15,15,61065
35831,"H",5,1501,3,13,1000000,999480,110,6,1,1,NA,1,4,2,2,NA,140,2,2,120,2,0,NA,1,200,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,170000,5,1400,6,1,100600,2,NA,NA,3,1,100600,0,2,2,2,1,1,1,4,1,6,0,0,1,7,0,1,0,1,0,0,1,577,3,0,1,30,3,1,1,57390
35936,"H",5,900,3,13,1000000,999480,124,2,1,2,2,1,2,2,2,NA,130,2,2,3,3,500,NA,2,800,2,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,180000,2,250,7,1,71900,4,NA,NA,1,1,71900,0,4,4,4,1,1,1,4,0,2,0,0,0,19,0,1,0,0,2,0,1,1168,3,0,1,33,2,5,4,44639
35954,"H",5,1202,3,13,1000000,999480,125,3,1,NA,NA,1,0,6,NA,NA,90,2,2,3,3,NA,NA,NA,NA,NA,NA,1,1,2,660,1,1,NA,1,1,3,1,NA,NA,0,1,5,5,24000,4,750,25,2,2,36000,0,4,4,4,1,2,1,2,0,2,0,1,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,2,10,10,28808
35989,"H",5,1302,3,13,1000000,999480,62,2,1,1,NA,1,4,2,2,NA,170,2,2,100,1,900,NA,1,1200,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,285000,2,360,7,1,138000,4,NA,NA,1,1,138000,0,4,4,4,1,1,1,4,0,2,0,0,0,13,0,1,0,0,2,0,1,1500,3,0,1,25,2,1,1,56414
35997,"H",5,2100,3,13,1000000,999480,80,2,1,3,1,1,3,2,2,NA,130,2,2,30,3,500,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,150000,2,220,3,4,26100,4,NA,NA,1,1,26100,0,4,4,4,1,1,1,7,0,2,0,0,0,16,0,1,0,0,2,1,1,345,NA,0,0,27,0,9,9,47239
36007,"H",5,2300,3,13,1000000,999480,59,2,1,1,NA,1,2,2,2,NA,110,2,2,90,1,500,NA,2,450,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,97000,1,400,5,5,100600,4,NA,NA,1,2,100600,0,4,4,4,1,1,1,3,0,2,0,0,0,10,0,1,0,0,0,0,1,833,3,0,1,25,2,10,10,36928
36126,"H",5,2300,3,13,1000000,999480,90,1,1,1,NA,1,3,2,2,NA,100,2,2,100,1,740,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,170000,1,350,4,NA,NA,NA,NA,NA,1,4,74500,0,4,4,4,1,1,1,7,0,NA,0,0,0,6,0,1,0,0,1,1,1,364,NA,0,1,19,NA,NA,NA,38276
36161,"H",5,1201,3,13,1000000,999480,72,5,1,1,NA,1,5,2,2,NA,100,2,2,200,1,1500,NA,NA,NA,NA,3,1,9,NA,NA,1,1,NA,1,1,2,1,NA,800000,2,1000,1,2,130150,1,NA,NA,1,1,130150,0,1,1,1,1,1,1,4,3,5,0,0,3,9,0,1,0,1,0,0,1,1008,NA,0,1,64,1,7,3,32772
36311,"H",5,800,3,13,1000000,999480,96,1,1,1,NA,1,3,2,2,NA,70,2,2,3,3,900,NA,1,1100,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,190000,1,400,6,NA,NA,NA,NA,NA,1,6,37900,0,4,4,4,1,1,1,3,0,NA,0,0,0,38,0,1,0,0,0,0,1,1203,3,0,1,19,NA,NA,NA,25692
36355,"H",5,2200,3,13,1000000,999480,72,2,1,3,1,1,3,2,2,NA,140,2,2,3,3,900,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,175000,1,2,4,4,31400,4,NA,NA,1,1,31400,0,4,4,4,1,1,1,7,0,2,0,0,0,12,0,1,0,0,2,2,1,310,NA,0,0,23,0,9,9,49344
36385,"H",5,200,3,13,1000000,999480,42,1,1,1,NA,1,2,2,2,NA,170,2,2,3,3,600,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,40000,4,200,4,NA,NA,NA,NA,NA,1,4,25150,0,4,4,4,1,1,1,5,0,NA,0,0,0,14,0,1,0,0,0,0,1,295,NA,0,1,15,NA,NA,NA,45223
36417,"H",5,1800,3,13,1000000,999480,49,2,1,1,NA,1,3,2,2,30,150,2,2,40,1,600,NA,2,300,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,175000,2,500,8,4,40000,4,NA,NA,1,1,40000,0,4,4,4,1,1,1,4,0,2,0,0,0,22,0,1,0,0,2,0,1,729,3,0,1,26,0,9,9,49730
36458,"H",5,2400,3,13,1000000,999480,112,4,1,2,1,1,4,2,2,NA,150,2,2,200,1,450,NA,1,1200,2,1,1,10,NA,NA,1,1,NA,1,1,1,1,NA,200000,3,70,6,1,92600,2,NA,NA,1,1,92600,0,2,2,2,1,1,1,4,1,4,0,0,1,21,0,1,0,1,0,0,1,1639,3,0,1,22,3,1,1,56332
36490,"H",5,1205,3,13,1000000,999480,181,4,1,1,NA,1,3,2,2,NA,300,2,2,3,3,NA,NA,NA,NA,NA,NA,1,10,2,1200,1,1,NA,1,1,3,1,NA,NA,2,30,6,7,28500,1,1503,63,3,3,28500,0,1,1,1,1,1,1,1,2,3,0,1,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,13,13,107942
36496,"H",5,500,3,13,1000000,999480,81,2,1,1,NA,1,3,2,2,NA,130,2,2,60,1,750,NA,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,160000,3,500,5,NA,NA,NA,NA,NA,1,7,93300,0,4,4,4,1,1,1,3,0,NA,0,1,0,6,4,1,0,0,2,2,1,455,NA,0,1,31,NA,NA,NA,49733
36504,"H",5,1504,3,13,1000000,999480,96,8,1,2,1,1,4,2,2,NA,250,2,2,70,1,900,NA,1,1000,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,400000,0,960,7,5,38000,3,NA,NA,2,2,77800,0,3,3,3,1,2,1,3,5,6,0,1,5,22,2,1,0,1,0,0,2,1400,3,0,1,53,1,10,10,68254
36548,"H",5,2800,3,13,1000000,999480,67,3,1,1,NA,1,2,3,2,NA,180,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,580,1,1,NA,1,1,3,1,NA,NA,2,220,8,1,63000,2,778,15,1,1,63000,0,2,2,2,1,1,1,3,1,3,0,0,1,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,2,1,1,61146
36576,"H",5,600,3,13,1000000,999480,387,6,1,1,NA,1,3,2,2,NA,130,1,2,3,3,NA,NA,NA,NA,NA,NA,1,6,2,600,1,1,NA,1,1,3,1,NA,NA,4,500,6,2,20000,3,772,46,2,1,20000,0,3,3,3,1,1,1,3,4,6,0,0,4,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,3,3,45373
36651,"H",5,1502,3,13,1000000,999480,118,2,1,1,NA,1,4,2,2,NA,150,2,2,30,1,NA,NA,NA,NA,NA,NA,1,7,2,370,1,1,NA,1,1,3,1,NA,NA,2,360,7,4,41400,4,580,17,1,1,41400,0,4,4,4,1,1,1,3,0,2,0,0,0,NA,0,1,0,0,2,1,1,NA,NA,1,0,NA,0,9,9,48331
36742,"H",5,700,3,13,1000000,999480,55,3,1,1,NA,1,3,2,2,NA,130,2,2,100,1,450,NA,1,900,1,1,1,8,NA,NA,1,1,360,1,1,1,1,NA,130000,2,300,8,1,39000,2,NA,NA,1,1,39000,0,2,2,2,1,1,1,4,1,3,0,0,1,47,0,1,0,1,0,0,1,1515,1,0,1,25,2,2,2,52664
36767,"H",5,1102,3,13,1000000,999480,86,2,1,1,NA,1,4,2,2,NA,110,2,100,180,1,1600,NA,2,600,2,1,1,10,NA,NA,1,1,NA,1,1,1,1,NA,400000,2,140,5,3,82560,4,NA,NA,1,1,82560,0,4,4,4,1,1,1,7,0,2,0,0,0,19,0,1,0,0,2,2,1,1322,3,0,1,45,2,5,7,43837
36897,"H",5,1402,3,13,1000000,999480,55,5,1,1,NA,1,3,3,2,NA,250,2,2,3,3,NA,NA,NA,NA,NA,NA,1,5,2,850,1,1,NA,1,1,3,1,NA,NA,1,800,8,7,25000,3,1167,56,1,3,25000,1,3,3,3,1,1,2,2,3,5,0,0,3,NA,0,1,0,1,1,0,1,NA,NA,1,0,NA,1,14,13,111589
37078,"H",5,300,3,13,1000000,999480,100,1,1,2,1,1,3,1,2,NA,110,2,2,3,3,520,240,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,62000,1,2,7,NA,NA,NA,NA,NA,1,6,16600,0,4,4,4,1,1,1,2,0,NA,0,0,0,13,0,1,0,0,1,1,1,173,NA,0,0,1,NA,NA,NA,40924
37088,"H",5,2300,3,13,1000000,999480,33,2,1,1,NA,1,2,2,2,NA,80,2,2,40,1,NA,NA,NA,NA,NA,NA,1,6,2,610,1,1,NA,2,1,3,1,NA,NA,2,40,3,5,51000,4,733,17,1,2,51000,0,4,4,4,2,1,1,1,0,2,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,2,11,10,27374
37119,"H",5,2800,3,13,1000000,999480,73,2,1,2,1,1,3,2,2,NA,250,2,2,3,3,1100,NA,1,1400,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,200000,4,20,7,3,81900,4,NA,NA,1,1,81900,0,4,4,4,1,1,1,4,0,2,0,0,0,24,0,1,0,0,2,0,1,1652,3,0,1,22,2,4,7,76152
37155,"H",5,3600,3,13,1000000,999480,51,4,1,3,1,1,4,2,2,NA,220,2,2,3,3,1100,NA,1,1100,1,1,1,6,NA,NA,1,1,500,1,1,1,1,NA,350000,2,2,8,1,20700,2,NA,NA,1,1,20700,0,2,2,2,1,1,1,4,2,4,0,0,2,101,0,1,0,1,0,0,2,1820,2,0,0,39,2,2,4,72171
37384,"H",5,1303,3,13,1000000,999480,85,2,1,1,NA,1,2,3,2,230,50,2,2,80,1,350,NA,2,710,2,1,1,4,NA,NA,1,1,NA,1,1,1,1,NA,135000,2,1,6,1,86200,4,NA,NA,1,1,86200,0,4,4,4,1,1,1,4,0,2,0,0,0,16,0,1,0,0,2,1,1,1128,3,0,1,8,2,1,1,17449
37425,"H",5,200,3,13,1000000,999480,135,3,1,1,NA,1,5,2,2,NA,220,2,2,40,1,800,NA,2,610,2,1,1,10,NA,NA,1,1,NA,1,1,1,1,NA,201000,2,240,8,1,34000,2,NA,NA,1,1,34000,0,2,2,2,1,1,1,1,1,3,0,0,1,42,0,1,0,1,0,0,2,1182,3,0,1,39,2,1,1,74419
37453,"H",5,1503,3,13,1000000,999480,104,1,1,1,NA,1,3,2,2,NA,80,2,800,130,1,560,NA,1,860,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,140000,2,250,7,NA,NA,NA,NA,NA,1,6,50060,0,4,4,4,1,1,1,4,0,NA,0,0,0,28,0,1,0,0,0,0,1,1158,3,0,1,25,NA,NA,NA,35236
37479,"H",5,800,3,13,1000000,999480,111,5,1,1,NA,1,4,2,2,NA,150,1,2,200,1,750,NA,1,1400,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,170000,3,540,6,1,121000,3,NA,NA,1,1,121000,1,3,3,3,1,1,2,4,2,5,0,0,2,18,0,1,0,1,1,0,1,1795,3,0,1,23,2,4,4,78909
37527,"H",5,1402,3,13,1000000,999480,41,2,1,2,1,1,4,2,2,NA,170,2,2,90,1,1000,NA,1,2000,1,1,1,8,NA,NA,1,1,400,1,1,1,1,NA,300000,4,170,7,2,111200,4,NA,NA,1,1,111200,0,4,4,4,1,1,1,5,0,2,0,0,0,29,0,1,0,0,0,0,2,2674,1,0,1,43,2,4,3,53609
37541,"H",5,2500,3,13,1000000,999480,19,1,1,2,1,1,3,1,2,NA,170,2,2,50,1,310,0,2,300,2,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,17000,2,240,6,NA,NA,NA,NA,NA,1,6,18200,0,4,4,4,1,1,1,6,0,NA,0,0,0,39,0,1,0,0,0,0,2,591,3,0,0,8,NA,NA,NA,56431
37597,"H",5,1401,3,13,1000000,999480,55,2,1,1,NA,1,3,2,2,NA,70,2,2,60,1,650,NA,1,580,1,1,1,6,NA,NA,1,1,200,1,1,1,1,NA,80000,2,360,5,1,65020,4,NA,NA,1,1,65020,0,4,4,4,1,1,1,5,0,2,0,0,0,17,0,1,0,0,0,0,1,940,2,0,1,15,2,1,1,20359
37689,"H",5,3700,3,13,1000000,999480,90,3,1,1,NA,1,4,2,2,NA,270,2,2,3,3,1300,NA,2,1900,1,1,1,8,NA,NA,1,1,200,1,1,1,1,NA,250000,3,2,7,7,67504,2,NA,NA,1,3,67504,0,2,2,2,1,1,1,5,1,3,0,0,1,44,0,1,0,1,0,0,1,2478,2,0,1,36,3,13,13,92400
37742,"H",5,4300,3,13,1000000,999480,143,1,1,NA,NA,1,1,7,NA,NA,80,2,2,3,3,NA,NA,NA,NA,NA,NA,1,2,2,400,1,1,NA,1,1,3,1,NA,NA,0,420,11,NA,NA,NA,515,101,1,6,6000,0,4,4,4,1,1,1,2,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,27596
37891,"H",5,1203,3,13,1000000,999480,80,3,1,2,1,1,4,2,2,NA,130,2,2,150,1,900,NA,NA,NA,NA,3,1,9,NA,NA,1,1,NA,1,1,2,1,NA,230000,2,150,5,4,60000,4,NA,NA,1,1,60000,0,4,4,4,1,1,1,7,0,3,0,0,0,9,0,1,0,0,2,2,1,468,NA,0,1,24,0,9,9,44056
38052,"H",5,2200,3,13,1000000,999480,114,3,1,1,NA,1,2,2,2,NA,190,2,870,40,1,540,NA,1,680,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,80000,2,840,5,1,47800,4,NA,NA,1,1,47800,0,4,4,4,1,1,1,3,0,3,0,0,0,26,0,1,0,0,2,1,1,1053,3,0,1,24,2,4,2,63450
38059,"H",5,1303,3,13,1000000,999480,62,1,1,NA,NA,1,1,7,NA,NA,30,2,2,80,1,NA,NA,NA,NA,NA,NA,1,2,2,730,1,1,NA,1,1,3,1,NA,NA,1,280,6,NA,NA,NA,863,21,3,4,50000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,9758
38071,"H",5,1700,3,13,1000000,999480,95,2,1,2,1,1,2,2,2,NA,200,2,2,140,1,180,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,110000,6,250,5,3,19500,4,NA,NA,1,1,19500,0,4,4,4,1,1,1,5,0,2,0,0,0,25,0,1,0,0,0,0,1,401,NA,0,1,7,1,8,7,78090
38124,"H",5,1900,3,13,1000000,999480,68,1,1,NA,NA,1,2,9,NA,NA,90,1,2,200,1,NA,NA,NA,NA,NA,NA,1,5,2,600,1,1,NA,1,1,3,1,NA,NA,0,180,1,NA,NA,NA,905,67,1,6,16100,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,1,0,1,NA,NA,1,0,NA,NA,NA,NA,30746
38175,"H",5,2500,3,13,1000000,999480,131,2,1,2,1,1,3,2,2,NA,180,2,2,30,3,1200,NA,2,910,1,1,1,4,NA,NA,1,1,NA,1,1,1,1,NA,85000,3,2,7,1,34000,4,NA,NA,1,1,34000,0,4,4,4,1,1,1,5,0,2,0,0,0,43,0,1,0,0,1,0,1,1220,3,0,1,32,2,4,1,67435
38249,"H",5,400,3,13,1000000,999480,20,1,1,2,1,1,4,2,2,NA,540,2,2,3,3,1500,NA,1,1600,1,1,1,11,NA,NA,1,1,NA,1,1,1,1,NA,350000,2,50,1,NA,NA,NA,NA,NA,1,6,7800,0,4,4,4,1,1,1,4,0,NA,0,0,0,101,0,1,0,0,0,0,1,2144,3,0,1,37,NA,NA,NA,190994
38307,"H",5,1900,3,13,1000000,999480,71,3,1,2,1,1,3,2,2,NA,220,2,2,3,3,180,NA,2,930,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,185000,2,2,7,1,51000,1,NA,NA,1,1,51000,0,1,1,1,1,1,1,3,1,3,0,0,1,30,0,1,0,1,0,0,1,1282,3,0,1,26,2,1,1,82669
38351,"H",5,1502,3,13,1000000,999480,63,3,1,1,NA,1,4,2,2,NA,170,2,2,90,1,570,NA,2,830,2,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,200000,2,1000,8,1,86060,2,NA,NA,1,1,86060,0,2,2,2,1,1,1,4,1,3,0,0,1,20,0,1,0,1,0,0,1,1428,3,0,1,36,2,1,1,57212
38496,"H",5,2000,3,13,1000000,999480,105,2,1,1,NA,1,3,2,2,NA,170,2,2,30,1,880,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,150000,2,650,4,4,37200,4,NA,NA,1,1,37200,0,4,4,4,1,1,1,7,0,2,0,0,0,14,0,1,0,0,2,2,1,447,NA,0,1,26,0,9,9,62672
38516,"H",5,1000,3,13,1000000,999480,66,1,1,3,1,2,5,2,2,NA,100,2,2,3,3,2000,NA,NA,NA,NA,3,2,9,NA,NA,2,2,NA,2,1,2,2,NA,400000,2,2,6,NA,NA,NA,NA,NA,1,4,120600,0,4,4,4,2,1,1,6,0,NA,0,0,0,6,0,2,0,0,1,1,2,559,NA,0,0,47,NA,NA,NA,32997
38556,"H",5,200,3,13,1000000,999480,182,1,1,2,1,1,1,2,2,NA,40,2,900,3,3,600,NA,NA,NA,NA,3,1,4,NA,NA,1,1,NA,1,1,2,1,NA,60000,2,2,5,NA,NA,NA,NA,NA,1,4,15600,0,4,4,4,1,1,1,3,0,NA,0,0,0,15,0,1,0,0,1,1,1,198,NA,0,1,10,NA,NA,NA,12041
38558,"H",5,3900,3,13,1000000,999480,48,2,1,1,NA,1,3,2,2,NA,170,2,2,3,3,300,NA,1,150,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,30000,2,480,6,NA,NA,NA,NA,NA,1,5,25000,0,4,4,4,1,1,1,5,0,NA,0,1,0,17,0,1,0,0,2,1,2,360,3,0,1,4,NA,NA,NA,66442
